epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,15019.8,0.01895,0.23457,0.73718,0.90253,0.597,0.73343,0.51579,0.01939,0.22893,0.73811,0.000674514,0.000674514,0.000674514
72,15217.6,0.01885,0.23331,0.73661,0.90212,0.59708,0.73329,0.51551,0.0194,0.22819,0.73791,0.000666375,0.000666375,0.000666375
73,15413.4,0.01889,0.23343,0.73658,0.90357,0.59731,0.73409,0.51562,0.01938,0.22808,0.73791,0.000658188,0.000658188,0.000658188
74,15611.2,0.01886,0.23293,0.73624,0.90187,0.59761,0.73418,0.51568,0.01937,0.22782,0.73802,0.000649954,0.000649954,0.000649954
75,15812.2,0.01892,0.23314,0.73658,0.90425,0.59736,0.73434,0.51602,0.01936,0.22761,0.738,0.000641676,0.000641676,0.000641676
76,16010.6,0.01887,0.23242,0.73589,0.90431,0.59654,0.73552,0.51712,0.01936,0.22763,0.738,0.000633356,0.000633356,0.000633356
77,16213.6,0.01878,0.23231,0.73455,0.90462,0.59694,0.73526,0.51655,0.01935,0.2274,0.73804,0.000624998,0.000624998,0.000624998
78,16418,0.01882,0.23309,0.73515,0.90448,0.59713,0.73522,0.51662,0.01934,0.22738,0.73807,0.000616603,0.000616603,0.000616603
79,16616.8,0.01889,0.23405,0.73495,0.90288,0.5976,0.73552,0.5173,0.01931,0.22714,0.73786,0.000608174,0.000608174,0.000608174
80,16817.9,0.01882,0.23294,0.73532,0.90103,0.59813,0.73519,0.51741,0.01929,0.22676,0.7378,0.000599713,0.000599713,0.000599713
81,17019.6,0.01874,0.23218,0.73647,0.90063,0.59781,0.73514,0.51743,0.01927,0.2269,0.73775,0.000591224,0.000591224,0.000591224
82,17222.3,0.01878,0.23201,0.73558,0.90145,0.59811,0.73565,0.51746,0.01927,0.22665,0.73771,0.000582709,0.000582709,0.000582709
83,17420.1,0.01875,0.23092,0.73402,0.90139,0.59837,0.73547,0.51744,0.01926,0.22628,0.73761,0.00057417,0.00057417,0.00057417
