epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
100,36459.2,0.02637,0.26162,0.44476,0.87259,0.58123,0.70279,0.4699,0.02174,0.20569,0.42708,0.00638394,0.00638394,0.00638394
101,36750.2,0.02634,0.26114,0.44588,0.87348,0.58112,0.70346,0.47019,0.02171,0.20566,0.42706,0.00635983,0.00635983,0.00635983
102,37465.4,0.02638,0.26073,0.44441,0.87201,0.58131,0.70298,0.46988,0.02171,0.20543,0.42701,0.00633573,0.00633573,0.00633573
103,37775.1,0.02633,0.26106,0.44486,0.87325,0.58165,0.70354,0.47015,0.0217,0.20519,0.42695,0.00631163,0.00631163,0.00631163
104,38255.5,0.02633,0.26047,0.44384,0.87249,0.58188,0.70439,0.47063,0.02169,0.20512,0.42685,0.00628753,0.00628753,0.00628753
105,38538,0.02634,0.26096,0.44429,0.87212,0.58195,0.70424,0.47084,0.02167,0.20499,0.42686,0.00626343,0.00626343,0.00626343
106,38896.7,0.02625,0.25942,0.4439,0.87386,0.58207,0.70463,0.47095,0.02166,0.20498,0.42682,0.00623933,0.00623933,0.00623933
107,39174.9,0.02612,0.2585,0.44422,0.87405,0.5821,0.70488,0.47126,0.02166,0.2049,0.42685,0.00621522,0.00621522,0.00621522
108,39534.6,0.0262,0.2597,0.44437,0.87533,0.58167,0.70491,0.4714,0.02166,0.20491,0.42684,0.00619112,0.00619112,0.00619112
109,39814.1,0.02624,0.26003,0.44457,0.87489,0.58184,0.70523,0.47158,0.02167,0.2049,0.42682,0.00616702,0.00616702,0.00616702
110,40307.9,0.02619,0.25904,0.44404,0.87648,0.58055,0.7054,0.47184,0.02167,0.20478,0.42682,0.00614292,0.00614292,0.00614292
111,40595.5,0.02605,0.25799,0.44458,0.87725,0.57973,0.70531,0.47219,0.02166,0.20465,0.42681,0.00611882,0.00611882,0.00611882
112,40885,0.02612,0.25829,0.44454,0.8778,0.58021,0.7054,0.47227,0.02165,0.20447,0.42677,0.00609472,0.00609472,0.00609472
113,41161,0.02623,0.26012,0.44397,0.87732,0.58106,0.70584,0.4727,0.02165,0.20433,0.42678,0.00607061,0.00607061,0.00607061
114,41438.3,0.02611,0.25791,0.44326,0.87725,0.58147,0.70604,0.47249,0.02165,0.20436,0.42677,0.00604651,0.00604651,0.00604651
115,41735.2,0.02612,0.25801,0.44415,0.87701,0.58124,0.70601,0.47271,0.02164,0.20436,0.42671,0.00602241,0.00602241,0.00602241
116,42021.5,0.02619,0.25996,0.44376,0.87488,0.58296,0.70625,0.47288,0.02162,0.20419,0.42669,0.00599831,0.00599831,0.00599831
117,42423.2,0.02608,0.25889,0.44376,0.87661,0.58248,0.70652,0.47312,0.02162,0.20415,0.42667,0.00597421,0.00597421,0.00597421
118,42804.1,0.0262,0.25859,0.44497,0.87521,0.58299,0.70664,0.47288,0.02162,0.20422,0.42668,0.00595011,0.00595011,0.00595011
